"iteration"	"intercept"	"first"	"second"	"third"	"fourth"
"genome_312"	1374442.82138388	-0.0673073767356209	1.23494706540954e-09	-1.00616505503952e-17	3.07143119765165e-26
"genome_313"	1305761.88194285	-0.0639503485634518	1.17337825275579e-09	-9.55948696229601e-18	2.91774983135212e-26
"genome_314"	1773170.71264226	-0.0868044618967382	1.59217698291142e-09	-1.29683162420264e-17	3.95761595341724e-26
"genome_315"	1233454.47590096	-0.0605484948622279	1.11345606068777e-09	-9.09112175097733e-18	2.78068687795077e-26
"genome_316"	1023483.85927859	-0.0502321526615231	9.23506939868943e-10	-7.53775360391021e-18	2.30464329321112e-26
"genome_317"	1183976.67885285	-0.0580580833365798	1.06654460775593e-09	-8.69916050970699e-18	2.65811243016953e-26
"genome_318"	1341674.53161151	-0.0658059587300128	1.20918164133643e-09	-9.86531010428629e-18	3.01534869222199e-26
"genome_319"	1279373.10152182	-0.062696339094081	1.1510168959276e-09	-9.38211955517912e-18	2.86493919105726e-26
"genome_32"	1090959.90800253	-0.0534794592029165	9.82102304468832e-10	-8.00761193952429e-18	2.44591533030862e-26
"genome_320"	1049786.32271774	-0.0513380799091961	9.40506343958091e-10	-7.64982279956869e-18	2.33089944089009e-26
"genome_321"	1439116.25652241	-0.0704830959058891	1.29336424758621e-09	-1.05387365496935e-17	3.21738527584318e-26
"genome_322"	580520.341897763	-0.0290144317674065	5.42412414565393e-10	-4.4957207681128e-18	1.39407475793433e-26
"genome_323"	1221488.38318665	-0.0599109615267393	1.1008536290553e-09	-8.98141037454865e-18	2.74515464983215e-26
"genome_324"	1456284.66239949	-0.0711395769339197	1.30197742006855e-09	-1.05805212239396e-17	3.22133933497505e-26
"genome_325"	1459268.62702339	-0.0713099041178345	1.30557398022959e-09	-1.06138956349327e-17	3.23284166495802e-26
"genome_326"	519840.132932271	-0.025201994123404	4.57289407939687e-10	-3.68043816657235e-18	1.10854323917349e-26
"genome_327"	988456.495154673	-0.0482173625320805	8.80973270695893e-10	-7.1452262177519e-18	2.17057409940995e-26
"genome_328"	1526683.86551622	-0.0749585393030987	1.37888819573755e-09	-1.12631137580874e-17	3.44686990505919e-26
"genome_329"	1646557.49836719	-0.0802982248976176	1.46716844728742e-09	-1.19037459317167e-17	3.61852409442407e-26
"genome_33"	1418670.11072515	-0.0693841723697629	1.27128551878533e-09	-1.03422335225626e-17	3.1520212304532e-26
"genome_330"	1457806.60276602	-0.0715152176504889	1.31438667243499e-09	-1.07265367370882e-17	3.27961760428825e-26
"genome_331"	1248043.62767736	-0.061041869076157	1.11856706046585e-09	-9.10159269925804e-18	2.77465561611135e-26
"genome_332"	1752798.54398172	-0.0858156717098959	1.57420893871045e-09	-1.28234397774392e-17	3.9138841232725e-26
"genome_333"	1253476.69505739	-0.0614097096016372	1.12708483801409e-09	-9.18458888709036e-18	2.80389381321649e-26
"genome_334"	1687761.19701803	-0.0826019779125833	1.51474470269922e-09	-1.23351056833269e-17	3.76370242700613e-26
"genome_335"	1557692.74097266	-0.0765057998322843	1.40789158276325e-09	-1.15051596009724e-17	3.52274099642308e-26
"genome_336"	1210197.1384243	-0.0593782863019561	1.09144328761466e-09	-8.90761395182336e-18	2.72347535521742e-26
"genome_337"	1058737.69984474	-0.0518600074539387	9.5149532881997e-10	-7.74985107118721e-18	2.36431979113249e-26
"genome_338"	1765131.16325896	-0.0862100116448059	1.57761064786176e-09	-1.28200097202952e-17	3.90335408000455e-26
"genome_339"	1327075.50508186	-0.0649681386790229	1.19157637242978e-09	-9.70386948922894e-18	2.96063391059269e-26
"genome_34"	1402599.85309108	-0.0686037722125406	1.25719709013537e-09	-1.02302274453597e-17	3.11895469748606e-26
"genome_340"	1062996.26630829	-0.0521220983285136	9.57338634301177e-10	-7.80637252772054e-18	2.38445985019717e-26
"genome_341"	1419633.21954029	-0.0695509958764729	1.27663323365186e-09	-1.04051888926458e-17	3.1773880191876e-26
"genome_342"	1568533.8251827	-0.0768956533892302	1.41239827744123e-09	-1.15198158987574e-17	3.52032105575393e-26
"genome_343"	1256752.91121434	-0.0615388563888595	1.12894274294211e-09	-9.19607498226588e-18	2.80644505317038e-26
"genome_344"	1287938.44109736	-0.0632605514656186	1.16411678306929e-09	-9.51199305591467e-18	2.91188200838484e-26
"genome_345"	1238524.79738061	-0.0605146533584139	1.10774892973183e-09	-9.00391559969694e-18	2.74186048978617e-26
"genome_346"	1387977.16733723	-0.0680147040394168	1.24868306145481e-09	-1.01792626207111e-17	3.10893019331762e-26
"genome_347"	1302538.03806929	-0.0636991612820235	1.1670960214954e-09	-9.49498277068882e-18	2.89408829913608e-26
"genome_348"	1200169.02127205	-0.0587653356560325	1.07792670563061e-09	-8.7787127398885e-18	2.67830993693952e-26
"genome_349"	1334138.36980713	-0.0651156423460621	1.19070362149149e-09	-9.66806989413311e-18	2.94108553174651e-26
"genome_35"	1638575.17486962	-0.0804389887619018	1.47943013743738e-09	-1.20819077316829e-17	3.6966244621887e-26
"genome_350"	1353048.34589162	-0.0663372231406742	1.21846658131902e-09	-9.93729457933419e-18	3.03624592938416e-26
"genome_351"	1552871.86855751	-0.0758271676537111	1.38727722763468e-09	-1.12703097293729e-17	3.43050055314563e-26
"genome_352"	1428811.76088001	-0.0701030355925218	1.28862754594654e-09	-1.05179811244463e-17	3.21638089865312e-26
"genome_353"	1750973.49973188	-0.0853457566146705	1.55869232864704e-09	-1.2641517705495e-17	3.84160080170131e-26
"genome_354"	1090031.30207989	-0.053392422094514	9.79761888443763e-10	-7.98264467825692e-18	2.43654241117249e-26
"genome_355"	1071637.88551859	-0.0525526426919355	9.65402572665457e-10	-7.87360895968052e-18	2.40550024617591e-26
"genome_356"	1577781.01578959	-0.0771160856978943	1.41217826667529e-09	-1.14832634124584e-17	3.49854308602748e-26
"genome_357"	1542304.6597416	-0.0753804379059749	1.38034869401063e-09	-1.12239403260083e-17	3.41934478684755e-26
"genome_358"	1630522.18439809	-0.0796519669913015	1.45789432079125e-09	-1.18495057111843e-17	3.60855866044176e-26
"genome_359"	1428400.0756693	-0.0699088419341653	1.28192989857419e-09	-1.04383251894095e-17	3.18453625105411e-26
"genome_36"	1611416.62444388	-0.0789731175201931	1.45012282195684e-09	-1.18241546586472e-17	3.61235730345834e-26
"genome_360"	1317659.7292937	-0.0644810225473887	1.18209342972749e-09	-9.62160929119841e-18	2.93382916017651e-26
"genome_361"	879018.729001619	-0.0430322565538112	7.89059069056335e-10	-6.4228428585297e-18	1.9582203118201e-26
"genome_362"	1371147.8093536	-0.0671440091672077	1.23174575488092e-09	-1.00325424724613e-17	3.06120680398668e-26
"genome_363"	1713765.513949	-0.083966441467369	1.54136656128285e-09	-1.25642656792114e-17	3.83719844762497e-26
"genome_364"	1239978.86669449	-0.0609083967153357	1.12090471288023e-09	-9.15956267961055e-18	2.80421589530342e-26
"genome_365"	1771759.75847074	-0.0866791448230847	1.58887808843032e-09	-1.29335442403912e-17	3.94466429527329e-26
"genome_366"	1556856.47024253	-0.0761918267141573	1.39709415134817e-09	-1.13758847300028e-17	3.47057592044225e-26
"genome_367"	1805150.80919754	-0.0883914725474613	1.6217235349057e-09	-1.32128888211359e-17	4.03355334047184e-26
"genome_368"	1703096.25706898	-0.083557441884946	1.53590677727623e-09	-1.25361489994608e-17	3.83352789670698e-26
"genome_369"	855846.543520422	-0.0418607119601554	7.66831272450573e-10	-6.23529999944095e-18	1.8988574913965e-26
"genome_37"	1382698.72193234	-0.0679279314791147	1.25027694621142e-09	-1.02184865375926e-17	3.12899622587873e-26
"genome_370"	1513423.84639591	-0.0742372193854448	1.3643245834282e-09	-1.11335650850698e-17	3.4039796820374e-26
"genome_371"	1347792.46252986	-0.0659339753664355	1.20838754205018e-09	-9.83329060452775e-18	2.997797611487e-26
"genome_372"	1671230.44513006	-0.0816912488411157	1.49616688440756e-09	-1.21684363018319e-17	3.70812480328259e-26
"genome_373"	1117156.13514578	-0.054716517822213	1.00387843522039e-09	-8.176891418495e-18	2.4949197243308e-26
"genome_374"	1634252.7322252	-0.0799316291657011	1.46480183771772e-09	-1.19202410066141e-17	3.63456213336507e-26
"genome_375"	1622651.12568842	-0.0794313207466648	1.45684727159045e-09	-1.18652571144336e-17	3.62073072574625e-26
"genome_376"	1130469.64659284	-0.0554134846271045	1.01757232036732e-09	-8.29646616555349e-18	2.53404492495419e-26
"genome_377"	1245829.15636724	-0.0610217701020064	1.11972225032553e-09	-9.12263722056372e-18	2.78439506905564e-26
"genome_378"	889871.097360201	-0.0435488547204757	7.98179212891421e-10	-6.4935028827105e-18	1.97844886521342e-26
"genome_379"	2023302.03185584	-0.0989926613629292	1.81474136047784e-09	-1.4773419633329e-17	4.50626291782043e-26
"genome_38"	1323791.29550547	-0.0649281138338908	1.19303147609058e-09	-9.73335946701384e-18	2.97496312134366e-26
"genome_380"	1688888.32936795	-0.0825117962410937	1.51043798744491e-09	-1.22785271808642e-17	3.73990531800913e-26
"genome_381"	1614127.44607599	-0.0789529270784025	1.4469744251563e-09	-1.17760680062277e-17	3.59088040894799e-26
"genome_382"	1296181.22661889	-0.0637041901887348	1.17298860975232e-09	-9.59022590765549e-18	2.9375756665698e-26
"genome_383"	1569617.61290054	-0.0770634507114804	1.41756859999174e-09	-1.15788889114578e-17	3.54350358115632e-26
"genome_384"	1433209.34903117	-0.0702086099772216	1.28856938923657e-09	-1.05013981235126e-17	3.2064430876995e-26
"genome_385"	1274387.71816414	-0.0625395044963294	1.1497340257693e-09	-9.38460823546004e-18	2.8696360095764e-26
"genome_386"	1095513.91422979	-0.0536018226041682	9.82441462287853e-10	-7.99433896930303e-18	2.43680684475247e-26
"genome_387"	1982207.93543674	-0.097409935175344	1.7936162709395e-09	-1.46660753272222e-17	4.49336657322126e-26
"genome_388"	734144.001454275	-0.0360096274312793	6.61457673668921e-10	-5.39277517396935e-18	1.64650045067782e-26
"genome_389"	1812129.85038802	-0.0890894860704495	1.64114388029405e-09	-1.34256798471423e-17	4.11539269132551e-26
"genome_39"	1757039.18187093	-0.0861815865770292	1.58383224828595e-09	-1.2925599531961e-17	3.95233573422738e-26
"genome_390"	1750711.42973557	-0.0859998581546576	1.58284428241183e-09	-1.29366578119096e-17	3.96155150742586e-26
"genome_391"	1424978.00933705	-0.0696446006799142	1.275321033741e-09	-1.03702460426114e-17	3.1594441920572e-26
"genome_392"	1680344.15534989	-0.0822430770742701	1.50820571266826e-09	-1.22819382976172e-17	3.74742576089844e-26
"genome_393"	1089157.03920024	-0.0533332028580653	9.78369153629256e-10	-7.96876155478761e-18	2.43151813011915e-26
"genome_394"	744574.233753211	-0.0363746916481761	6.65385470636488e-10	-5.40140973785685e-18	1.64175945654859e-26
"genome_395"	1787885.92096867	-0.0875584503604082	1.60663160309366e-09	-1.30912207067993e-17	3.99673001817955e-26
"genome_396"	1355593.02204789	-0.0664882704796527	1.22176016085409e-09	-9.96866912831245e-18	3.04729127046582e-26
"genome_397"	932591.699340786	-0.0456845676549564	8.38222406681984e-10	-6.82720218982433e-18	2.08273035683058e-26
"genome_398"	1235921.70316058	-0.0605586103020344	1.11163955946347e-09	-9.06025452332697e-18	2.76643639598974e-26
"genome_399"	1144218.13359314	-0.0561885382859028	1.03364321981492e-09	-8.44233097092019e-18	2.58308240012768e-26
"genome_4"	1566220.89362669	-0.0768824507767168	1.41397265022863e-09	-1.15472856824264e-17	3.53312834360366e-26
"genome_40"	1286947.22658901	-0.0628914425144485	1.15129258777601e-09	-9.35679759950932e-18	2.84859494767196e-26
"genome_400"	1172038.09749188	-0.0574011972758998	1.05319803399513e-09	-8.58013221893277e-18	2.61871447444116e-26
"genome_401"	1556198.97493006	-0.0763680531634877	1.40412213892657e-09	-1.14638405530089e-17	3.50673438476408e-26
"genome_402"	1300232.92186433	-0.0636199328846676	1.16620005890636e-09	-9.49172761618857e-18	2.89417461789165e-26
"genome_403"	1279209.83340756	-0.0626620520712427	1.14996905207097e-09	-9.37068935801165e-18	2.86072506826957e-26
"genome_404"	708363.962343062	-0.0345152569590564	6.29785093187129e-10	-5.10008183153523e-18	1.54658519978896e-26
"genome_405"	1242783.60289693	-0.0608160958823074	1.11488176551099e-09	-9.07423202752271e-18	2.766786171167e-26
"genome_406"	825891.516505905	-0.0403207808997488	7.37131605522828e-10	-5.9806639892536e-18	1.81698637325742e-26
"genome_407"	1295456.16274098	-0.0634374982136647	1.16381163992183e-09	-9.48020563471954e-18	2.89312077302777e-26
"genome_408"	1172673.79277072	-0.0573605054297177	1.05115588450701e-09	-8.55312689922928e-18	2.60736567042259e-26
"genome_409"	1255478.24419935	-0.0617554693733293	1.13810973116841e-09	-9.31368269369686e-18	2.85564062540883e-26
"genome_41"	1218688.36925356	-0.0595078979251005	1.08859793758897e-09	-8.84211238529497e-18	2.69063731322499e-26
"genome_410"	1118938.37336986	-0.0549445152648314	1.01057855734192e-09	-8.25146419053705e-18	2.52362785568777e-26
"genome_411"	1131201.43205439	-0.0553663098088777	1.01515563356855e-09	-8.26391050490399e-18	2.52011063090039e-26
"genome_412"	1476274.25248384	-0.0723236998514678	1.3275197794439e-09	-1.08201626473668e-17	3.30426270044604e-26
"genome_413"	1436934.20077756	-0.0702959353546732	1.28842368654086e-09	-1.04859351312264e-17	3.19735130235145e-26
"genome_414"	1148613.24106459	-0.0562514695419167	1.0320155041804e-09	-8.40650964078557e-18	2.56529705629077e-26
"genome_415"	1105601.05055295	-0.0541286364625997	9.92693867019893e-10	-8.08251446683776e-18	2.46509966449226e-26
"genome_416"	668987.10291653	-0.0329979541695347	6.09449367951918e-10	-4.99531292822883e-18	1.53315713725735e-26
"genome_417"	1326050.1393989	-0.065014416072211	1.19419960400605e-09	-9.73972601960595e-18	2.9760090073039e-26
"genome_418"	1529052.95919694	-0.0749343045738674	1.37590550594172e-09	-1.12184263662685e-17	3.42709558943506e-26
"genome_419"	1531367.4951199	-0.0750913792858473	1.37950548015464e-09	-1.12529118525163e-17	3.43898291614684e-26
"genome_42"	1167956.9906366	-0.057280578966	1.0524244749987e-09	-8.58544161816035e-18	2.62384495245615e-26
"genome_420"	1428276.93573889	-0.0697666755830529	1.27678550173946e-09	-1.03754433182856e-17	3.15884821720386e-26
"genome_421"	1463622.52289967	-0.0718251727806312	1.32056660270052e-09	-1.07811691336595e-17	3.29768524325335e-26
"genome_422"	1476813.40527655	-0.0725196902774015	1.33420539287442e-09	-1.0899617759362e-17	3.33608500763188e-26
"genome_423"	1631541.25743343	-0.0797819492958372	1.46177951456328e-09	-1.18936447346723e-17	3.62592505741612e-26
"genome_424"	1396289.16086165	-0.0686247361344169	1.26365980555291e-09	-1.03326132607649e-17	3.16546122101207e-26
"genome_425"	1650440.25918865	-0.0810605170793159	1.49166285952095e-09	-1.21890513212427e-17	3.73184006013064e-26
"genome_426"	1210474.74465985	-0.0593721527332434	1.09092284759298e-09	-8.89968701529894e-18	2.71982284272757e-26
"genome_427"	1272136.89246509	-0.062140892747932	1.13718995202834e-09	-9.240278869678e-18	2.81286321402232e-26
"genome_428"	1223324.74272372	-0.0599407647587791	1.10022239832735e-09	-8.96605170029701e-18	2.73715797495688e-26
"genome_429"	1469957.99541228	-0.0717657748218315	1.31270226743749e-09	-1.06619406998933e-17	3.24445858159199e-26
"genome_43"	1595357.96778949	-0.0783368781600476	1.44121349792556e-09	-1.17741710243623e-17	3.60402731310368e-26
"genome_430"	1219461.23687941	-0.0598178757255674	1.0993134546456e-09	-8.97067421822993e-18	2.74256688610377e-26
"genome_431"	1403947.66308488	-0.0689365231946616	1.26820824323419e-09	-1.03600127495525e-17	3.17083913545442e-26
"genome_432"	1396154.711644	-0.0685589373477857	1.26132298098252e-09	-1.03040090241863e-17	3.15369703690166e-26
"genome_433"	899418.144335122	-0.0439061904127745	8.02746732156796e-10	-6.51477917945754e-18	1.98015800903622e-26
"genome_434"	1081354.73506145	-0.0530277053853181	9.74140639717766e-10	-7.94527965772743e-18	2.42762000886751e-26
"genome_435"	1553032.23074189	-0.0763254588689027	1.40541470147232e-09	-1.14913775517619e-17	3.52037168628747e-26
"genome_436"	1255564.66754242	-0.0613537780156668	1.12322461419948e-09	-9.13060674296973e-18	2.78070766533014e-26
"genome_437"	1260678.90284429	-0.0617505322591968	1.13310789470296e-09	-9.23168323299856e-18	2.81763502044188e-26
"genome_438"	119023.541536403	-0.00662298509433289	1.35206048353702e-10	-1.2060696419952e-18	3.97981093023217e-27
"genome_439"	1318575.46513169	-0.0647061739518547	1.18960689548848e-09	-9.71099562029811e-18	2.9699030306733e-26
"genome_44"	1432163.33930255	-0.0700217624320913	1.28265639869001e-09	-1.04329975952886e-17	3.17939134920106e-26
"genome_440"	1389929.50467073	-0.0682265115684801	1.2547038365138e-09	-1.02457206445086e-17	3.13453137070861e-26
"genome_441"	2056411.39417032	-0.100460997863755	1.83895406382682e-09	-1.49491013708187e-17	4.55349072962344e-26
"genome_442"	1304715.42488504	-0.0639938682945474	1.17587699259219e-09	-9.59336497920315e-18	2.93211103127174e-26
"genome_443"	1767497.39870544	-0.0864049516778738	1.58262689032474e-09	-1.28725264166473e-17	3.92291928469025e-26
"genome_444"	1884474.46719225	-0.0921052110357353	1.68676063536668e-09	-1.37177599241014e-17	4.18011410289831e-26
"genome_445"	1515013.47744854	-0.07426526812755	1.36400558918e-09	-1.11248276047655e-17	3.39963714592004e-26
"genome_446"	1088342.60463853	-0.0533348312391995	9.79184701271355e-10	-7.98200390759511e-18	2.43763423701868e-26
"genome_447"	479788.784109151	-0.0230661781440209	4.14709912923138e-10	-3.30428245347557e-18	9.84285215814326e-27
"genome_448"	1359541.18211584	-0.0664938999049787	1.21844280448063e-09	-9.9139488850657e-18	3.02218360232935e-26
"genome_449"	1231009.63557013	-0.0604281767034846	1.11129411374535e-09	-9.07434339770754e-18	2.77596240592657e-26
"genome_45"	209078.023266417	-0.0108576468293443	2.09832563197835e-10	-1.79022820784538e-18	5.69360831507154e-27
"genome_450"	1247203.06020586	-0.0610077519601704	1.11797520940046e-09	-9.09627134359836e-18	2.77264252655486e-26
"genome_451"	1409006.47199671	-0.0688502147236535	1.26052756648117e-09	-1.02480033419322e-17	3.12162714155653e-26
"genome_452"	1166796.98191075	-0.0570924330611985	1.04656226544143e-09	-8.51803763044452e-18	2.59726934106448e-26
"genome_453"	1594904.45189524	-0.0780868050001564	1.43245238054107e-09	-1.16688300285484e-17	3.56150663516111e-26
"genome_454"	1428315.34115225	-0.0697475420705472	1.27608654176445e-09	-1.03672369997092e-17	3.15567847356102e-26
"genome_455"	1578890.51866313	-0.0773175156995343	1.41860740660469e-09	-1.15581969391365e-17	3.52838827502224e-26
"genome_456"	1236453.78564836	-0.0606937308803468	1.11618165862913e-09	-9.11457883931989e-18	2.78846273434339e-26
"genome_457"	1143677.1789291	-0.0561623662017007	1.03322198211136e-09	-8.43982255931157e-18	2.58273622377039e-26
"genome_458"	816399.264193578	-0.0399059946099083	7.30513808463254e-10	-5.93543060107401e-18	1.80600748438243e-26
"genome_459"	985647.544618338	-0.0481741716904739	8.81972716020505e-10	-7.1684900735737e-18	2.18245879177933e-26
"genome_46"	667999.209229575	-0.0329655972646547	6.09111418905395e-10	-4.99434035740318e-18	1.53331507873914e-26
"genome_460"	1462639.10570235	-0.0716960619411463	1.3167222633628e-09	-1.07379032679769e-17	3.28085409406478e-26
"genome_461"	1176856.22242289	-0.0576252861489339	1.0570472655222e-09	-8.60899308580472e-18	2.6266519830468e-26
"genome_462"	1177400.92833838	-0.0576502492548017	1.05751723052587e-09	-8.61327280833303e-18	2.62820230771119e-26
"genome_463"	1532899.2099325	-0.0750279048622208	1.3758915564486e-09	-1.12042427323987e-17	3.41847443972376e-26
"genome_464"	1341080.18596341	-0.0656723963528009	1.20488795122432e-09	-9.81591506114333e-18	2.99605667256096e-26
"genome_465"	1125916.88818226	-0.0550384641978	1.00781597301134e-09	-8.19284471213486e-18	2.49483006932462e-26
"genome_466"	1083585.03592046	-0.0530981075839013	9.7463481581247e-10	-7.94209962040575e-18	2.4242297226021e-26
"genome_467"	1092088.36301914	-0.0533856950372993	9.7763496057926e-10	-7.94872265033147e-18	2.42103661122804e-26
"genome_468"	1509592.47706943	-0.0738633557240736	1.35406483883821e-09	-1.10223938506459e-17	3.36165638461301e-26
"genome_469"	1200927.24437061	-0.0587715675481476	1.07750243614365e-09	-8.77110145671533e-18	2.67479104367575e-26
"genome_47"	1340406.02623588	-0.0656887701760336	1.20603461928446e-09	-9.83167817706327e-18	3.00268905070777e-26
"genome_470"	792014.44147936	-0.0390671932898867	7.21586902103723e-10	-5.91500914913612e-18	1.81566857416132e-26
"genome_471"	1387176.18610198	-0.067958253577254	1.24727109987074e-09	-1.01641841197915e-17	3.10307597492089e-26
"genome_472"	1375141.52923356	-0.0675060571594557	1.2415690001372e-09	-1.01395335103483e-17	3.10241887545184e-26
"genome_473"	1445023.62288576	-0.0705740116326186	1.29140339588937e-09	-1.04932835334262e-17	3.19453990275093e-26
"genome_474"	875207.662254901	-0.042770045902595	7.82879319938271e-10	-6.36150099094275e-18	1.93619161393794e-26
"genome_475"	1047002.36196402	-0.0513405294932865	9.43183191879071e-10	-7.69378258574849e-18	2.35129700410625e-26
"genome_476"	1526930.76721509	-0.0747789071338932	1.37208923881807e-09	-1.11792883053108e-17	3.41263215054675e-26
"genome_477"	1502437.54287282	-0.0735877431146132	1.35040285758047e-09	-1.10041275024924e-17	3.3596789498162e-26
"genome_478"	1636712.27391358	-0.0803401241003393	1.47757983979212e-09	-1.20673870340194e-17	3.69262117287671e-26
"genome_479"	1423777.05768601	-0.0696838703366297	1.27783097457691e-09	-1.04052079106504e-17	3.17453070944281e-26
"genome_48"	986511.481093116	-0.0482923402345512	8.85511053016397e-10	-7.2083001808454e-18	2.19790694392054e-26
"genome_480"	1644480.49397352	-0.0804459416657588	1.47449886669338e-09	-1.20014805495391e-17	3.66007656576685e-26
"genome_481"	1180230.25501938	-0.0579314608383725	1.06528293278687e-09	-8.69766998848288e-18	2.66037893911808e-26
"genome_482"	1158545.67800237	-0.0569662206567283	1.04925970167691e-09	-8.58019090889099e-18	2.62831104555165e-26
"genome_483"	1936374.11559492	-0.0947572877552421	1.73743577240068e-09	-1.41469424801905e-17	4.31607117752833e-26
"genome_484"	1166527.25271389	-0.0571503057250239	1.04886211199178e-09	-8.54631149048985e-18	2.60864162070565e-26
"genome_485"	1310066.17171858	-0.0640027020021426	1.17147438251005e-09	-9.52098290454282e-18	2.89908290951406e-26
"genome_486"	1184457.14386359	-0.0579600279716459	1.06244404633779e-09	-8.64641285903865e-18	2.63592420701047e-26
"genome_487"	1640488.36410257	-0.0802569909743281	1.47112084090581e-09	-1.19744114021703e-17	3.65186569625546e-26
"genome_488"	1050607.89232153	-0.0514062833570309	9.421918039989e-10	-7.66643460133612e-18	2.33664539925184e-26
"genome_489"	796932.560186406	-0.0386756792381293	7.02785197691645e-10	-5.66691431080227e-18	1.71085072417212e-26
"genome_49"	1659782.18354379	-0.081158313030141	1.48695583071999e-09	-1.20984890537146e-17	3.68847338630523e-26
"genome_490"	1268572.25579571	-0.0620354913067212	1.13646408049242e-09	-9.24372247448035e-18	2.81662698160123e-26
"genome_491"	955016.193501268	-0.0467714723965978	8.58068581133055e-10	-6.98904608454572e-18	2.13247517015824e-26
"genome_492"	1560508.63735104	-0.0761593929014634	1.39263321172053e-09	-1.13081370953553e-17	3.44033920016241e-26
"genome_493"	1235163.43846688	-0.0604040969663946	1.10667014996209e-09	-9.00252907517749e-18	2.74359783872067e-26
"genome_494"	1004448.13415363	-0.0493105516795753	9.06666745786108e-10	-7.40012175594986e-18	2.26220546484774e-26
"genome_495"	1245926.33451212	-0.0611592832040557	1.12468505276052e-09	-9.18295860828681e-18	2.80887576095866e-26
"genome_496"	972131.549951749	-0.0477470753208018	8.78492835870532e-10	-7.17603661173667e-18	2.19584859723921e-26
"genome_497"	1499198.65328498	-0.0732568762445398	1.3411895084157e-09	-1.09035735745222e-17	3.32122863849993e-26
"genome_498"	904092.765677015	-0.0440371802802876	8.03309265657102e-10	-6.50400163723027e-18	1.97206754056857e-26
"genome_499"	1132754.04019458	-0.0555295017678315	1.019740254197e-09	-8.31417192534366e-18	2.53938491310005e-26
"genome_5"	1484674.73728015	-0.0727832381375766	1.33678665478919e-09	-1.09020737841309e-17	3.33110281060803e-26
"genome_50"	1590216.09498515	-0.0778204029377179	1.4268480747562e-09	-1.16169954092381e-17	3.54369667824576e-26
"genome_500"	1674346.74487901	-0.082004500078977	1.50481647670052e-09	-1.22621850049777e-17	3.74373668532457e-26
"genome_501"	1771473.0367555	-0.0870650154459974	1.60325618595366e-09	-1.31098675610531e-17	4.01648007481992e-26
"genome_502"	1254339.62477308	-0.0615993964881555	1.13337658142526e-09	-9.25964358910003e-18	2.83434355472651e-26
"genome_503"	945554.147935007	-0.0462178271644495	8.46176178381328e-10	-6.87738121280212e-18	2.09367987241523e-26
"genome_504"	1100928.27389314	-0.0539278731254593	9.89546205411434e-10	-8.0614459682136e-18	2.46014109998955e-26
"genome_505"	1667760.92778105	-0.0815553556544109	1.49424347249303e-09	-1.21569815952696e-17	3.70578973192371e-26
"genome_506"	1508607.30536473	-0.0740254072829884	1.36086058930409e-09	-1.11086080538331e-17	3.39729968309149e-26
"genome_507"	1624753.25869199	-0.0795907875430206	1.46078741507788e-09	-1.19054334514162e-17	3.63540148368331e-26
"genome_508"	1750018.66662663	-0.0855767919712151	1.56795578070943e-09	-1.27573751128256e-17	3.88913894198284e-26
"genome_509"	1437270.7953326	-0.0705245313601688	1.29647523984158e-09	-1.0582704981057e-17	3.23633724268822e-26
"genome_51"	1295595.87732525	-0.0635729715082884	1.16865491831347e-09	-9.53886555570697e-18	2.91688946845064e-26
"genome_510"	1518911.58622241	-0.0744300518219064	1.36653580273417e-09	-1.11412790546038e-17	3.4033356079574e-26
"genome_511"	1130353.44472777	-0.05533087642512	1.01464668132973e-09	-8.2611528634799e-18	2.51976523121382e-26
"genome_512"	1547729.55006748	-0.0759294686519022	1.39564640481892e-09	-1.1391374013056e-17	3.48360025507573e-26
"genome_513"	1457763.62474229	-0.0712400418099441	1.3043316327734e-09	-1.06038580492532e-17	3.22973628237773e-26
"genome_514"	1131606.65627063	-0.0554083035507259	1.01637115652488e-09	-8.2777479765085e-18	2.52562660227204e-26
"genome_515"	1570772.7755301	-0.0767279804241693	1.40432301893488e-09	-1.14140006687807e-17	3.47600891944701e-26
"genome_516"	1268678.00072487	-0.0622612395441918	1.14477810594304e-09	-9.34646973640181e-18	2.85898809035466e-26
"genome_517"	979151.482063775	-0.0478740833010271	8.76742915757482e-10	-7.12767542153491e-18	2.17040550993985e-26
"genome_518"	805745.205202447	-0.0396884406447806	7.32087176747436e-10	-5.99356192624527e-18	1.83760730907659e-26
"genome_519"	1401801.88464035	-0.0689125312666718	1.2692767423273e-09	-1.03811903973283e-17	3.18117005479839e-26
"genome_52"	1533184.05607864	-0.0754080103532875	1.38965332979343e-09	-1.13722875257292e-17	3.48704740828522e-26
"genome_520"	1197140.65149922	-0.0585681914068312	1.07343425089086e-09	-8.73515925366967e-18	2.66294972171411e-26
"genome_521"	1552655.69336309	-0.0761762678217664	1.40029950021332e-09	-1.1430462584647e-17	3.49593238573801e-26
"genome_522"	1545366.84964406	-0.0754464277299406	1.38003276143424e-09	-1.12090312253721e-17	3.4110568955964e-26
"genome_523"	1304525.95915079	-0.0640271222254145	1.17735648443767e-09	-9.61325350258057e-18	2.94081049085347e-26
"genome_524"	1647219.50989438	-0.0804123943877934	1.47078517768864e-09	-1.1945795033826e-17	3.63525704025258e-26
"genome_525"	1408318.62308179	-0.0689813862174413	1.26580815644306e-09	-1.03132144621594e-17	3.14793463370439e-26
