"fragment"	"length"	"numhm"	"numht"	"file"
"seq_id_5177"	1346	1	0	"genome_621"
"seq_id_5135"	2575	1	0	"genome_622"
"seq_id_4958"	3371	1	0	"genome_623"
"seq_id_5058"	16027	1	0	"genome_624"
"seq_id_5151"	134703	1	0	"genome_625"
"seq_id_5177"	19614	1	0	"genome_626"
"seq_id_5124"	5854	1	0	"genome_627"
"seq_id_5139"	57224	1	0	"genome_628"
"seq_id_5089"	33125	1	0	"genome_629"
"seq_id_5225"	11347	1	0	"genome_63"
"seq_id_4966"	100720	1	0	"genome_630"
"seq_id_5018"	47076	1	0	"genome_631"
"seq_id_5054"	12167	1	0	"genome_632"
"seq_id_4877"	26380	1	0	"genome_633"
"seq_id_5058"	125058	1	0	"genome_634"
"seq_id_4950"	76967	1	0	"genome_635"
"seq_id_5008"	233259	1	0	"genome_636"
"seq_id_5335"	17243	1	0	"genome_637"
"seq_id_5364"	21528	1	0	"genome_638"
"seq_id_5420"	302277	1	0	"genome_639"
"seq_id_5110"	63518	1	0	"genome_64"
"seq_id_4908"	40627	1	0	"genome_640"
"seq_id_5183"	68016	1	0	"genome_641"
"seq_id_5028"	12004	1	0	"genome_642"
"seq_id_5007"	8037	1	0	"genome_643"
"seq_id_5044"	21012	1	0	"genome_644"
"seq_id_5190"	34362	1	0	"genome_645"
"seq_id_5126"	2459	1	0	"genome_646"
"seq_id_4968"	94668	1	0	"genome_647"
"seq_id_5010"	61565	1	0	"genome_648"
"seq_id_5025"	101988	1	0	"genome_649"
"seq_id_5455"	25599	1	0	"genome_65"
"seq_id_4902"	90930	1	0	"genome_650"
"seq_id_5106"	21569	1	0	"genome_651"
"seq_id_5138"	48869	1	0	"genome_652"
"seq_id_5181"	47672	1	0	"genome_653"
"seq_id_5201"	27399	1	0	"genome_654"
"seq_id_4968"	2760	1	0	"genome_655"
"seq_id_4933"	25505	1	0	"genome_656"
"seq_id_4914"	11062	1	0	"genome_657"
"seq_id_5345"	2551	1	0	"genome_658"
"seq_id_5181"	81886	1	0	"genome_659"
"seq_id_4906"	48886	1	0	"genome_66"
"seq_id_4874"	5722	1	0	"genome_660"
"seq_id_4866"	304720	2	0	"genome_661"
"seq_id_5287"	22067	1	0	"genome_662"
"seq_id_4763"	1681	1	0	"genome_663"
"seq_id_5374"	108142	1	0	"genome_664"
"seq_id_5367"	2200	1	0	"genome_665"
"seq_id_5067"	12859	1	0	"genome_666"
"seq_id_5126"	17211	1	0	"genome_667"
"seq_id_5155"	13743	1	0	"genome_668"
"seq_id_5150"	98230	1	0	"genome_669"
"seq_id_5143"	5151	1	0	"genome_67"
"seq_id_5199"	47873	1	0	"genome_670"
"seq_id_4973"	81066	1	0	"genome_671"
"seq_id_5059"	68098	1	0	"genome_672"
"seq_id_5161"	3952	1	0	"genome_673"
"seq_id_5183"	40562	1	0	"genome_674"
"seq_id_5030"	148534	1	0	"genome_675"
"seq_id_4958"	100193	1	0	"genome_676"
"seq_id_5216"	170070	1	0	"genome_677"
"seq_id_5209"	30547	1	0	"genome_678"
"seq_id_5038"	18706	1	0	"genome_679"
"seq_id_5109"	183248	1	0	"genome_68"
"seq_id_4868"	14059	1	0	"genome_680"
"seq_id_5162"	12004	1	0	"genome_681"
"seq_id_5257"	28661	1	0	"genome_682"
"seq_id_5092"	31733	1	0	"genome_683"
"seq_id_5068"	5448	1	0	"genome_684"
"seq_id_5203"	196106	1	0	"genome_685"
"seq_id_5354"	360019	2	0	"genome_686"
"seq_id_5036"	46955	1	0	"genome_687"
"seq_id_5115"	26874	1	0	"genome_688"
"seq_id_5276"	57807	1	0	"genome_689"
"seq_id_5386"	8743	1	0	"genome_69"
"seq_id_5008"	250264	1	0	"genome_690"
"seq_id_5041"	5623	1	0	"genome_691"
"seq_id_5049"	3265	1	0	"genome_692"
"seq_id_5374"	516	1	0	"genome_693"
"seq_id_5126"	73798	1	0	"genome_694"
"seq_id_5083"	95455	1	0	"genome_695"
"seq_id_4911"	312994	2	0	"genome_696"
"seq_id_5029"	7319	1	0	"genome_697"
"seq_id_4963"	16137	1	0	"genome_698"
"seq_id_5040"	22093	1	0	"genome_699"
"seq_id_4867"	27274	1	0	"genome_7"
"seq_id_5183"	9382	1	0	"genome_70"
"seq_id_5454"	16752	1	0	"genome_700"
"seq_id_5359"	1815	1	0	"genome_701"
"seq_id_5185"	105864	1	0	"genome_702"
"seq_id_4978"	10788	1	0	"genome_703"
"seq_id_5120"	19741	1	0	"genome_704"
"seq_id_5315"	13250	1	0	"genome_705"
"seq_id_5291"	13059	1	0	"genome_706"
"seq_id_4865"	67609	1	0	"genome_707"
"seq_id_5278"	14050	1	0	"genome_708"
"seq_id_5186"	161117	1	0	"genome_709"
"seq_id_4899"	48103	1	0	"genome_71"
"seq_id_5269"	92516	1	0	"genome_710"
"seq_id_5132"	1041	1	0	"genome_711"
"seq_id_4914"	16105	1	0	"genome_712"
"seq_id_5370"	5339	1	0	"genome_713"
"seq_id_5419"	22238	1	0	"genome_714"
"seq_id_4939"	29037	1	0	"genome_715"
"seq_id_5039"	6009	1	0	"genome_716"
"seq_id_5180"	63872	1	0	"genome_717"
"seq_id_5049"	46285	1	0	"genome_718"
"seq_id_4879"	9098	1	0	"genome_719"
"seq_id_5087"	2784	1	0	"genome_72"
"seq_id_4747"	11510	1	0	"genome_720"
"seq_id_5016"	25094	1	0	"genome_721"
"seq_id_5081"	8486	1	0	"genome_722"
"seq_id_5138"	11003	1	0	"genome_723"
"seq_id_4888"	19718	1	0	"genome_724"
"seq_id_4895"	32359	1	0	"genome_725"
"seq_id_5358"	30308	1	0	"genome_726"
"seq_id_5374"	14618	1	0	"genome_727"
"seq_id_5419"	63304	1	0	"genome_728"
"seq_id_5080"	193600	2	0	"genome_729"
"seq_id_4953"	9089	1	0	"genome_73"
"seq_id_4909"	143913	1	0	"genome_730"
"seq_id_4998"	27723	1	0	"genome_731"
"seq_id_5110"	13830	1	0	"genome_732"
"seq_id_5274"	57710	1	0	"genome_733"
"seq_id_4708"	88893	1	0	"genome_734"
"seq_id_4880"	21819	1	0	"genome_735"
"seq_id_5121"	25735	1	0	"genome_736"
"seq_id_5090"	163326	1	0	"genome_737"
"seq_id_5054"	230952	1	0	"genome_738"
"seq_id_4852"	26942	1	0	"genome_739"
"seq_id_4975"	1718	1	0	"genome_74"
"seq_id_5121"	19365	1	0	"genome_740"
"seq_id_5319"	11607	1	0	"genome_741"
"seq_id_5158"	2802	1	0	"genome_742"
"seq_id_5402"	98397	1	0	"genome_743"
"seq_id_5137"	152575	1	0	"genome_744"
"seq_id_4990"	260128	1	0	"genome_745"
"seq_id_4751"	50636	1	0	"genome_746"
"seq_id_5114"	3274	1	0	"genome_747"
"seq_id_5083"	91836	1	0	"genome_748"
"seq_id_4860"	80374	1	0	"genome_749"
"seq_id_5113"	91363	1	0	"genome_75"
"seq_id_4996"	6766	1	0	"genome_750"
"seq_id_5064"	61003	1	0	"genome_751"
"seq_id_5204"	10710	1	0	"genome_752"
"seq_id_5158"	122678	1	0	"genome_753"
"seq_id_5073"	8895	1	0	"genome_754"
"seq_id_5321"	15421	1	0	"genome_755"
"seq_id_5194"	4223	1	0	"genome_756"
"seq_id_5241"	207722	2	0	"genome_757"
"seq_id_5144"	15384	1	0	"genome_758"
"seq_id_5114"	64844	1	0	"genome_759"
"seq_id_4915"	4434	1	0	"genome_76"
"seq_id_5005"	19379	1	0	"genome_760"
"seq_id_5128"	50820	1	0	"genome_761"
"seq_id_4709"	15667	1	0	"genome_762"
"seq_id_5078"	5629	1	0	"genome_763"
"seq_id_5101"	13946	1	0	"genome_764"
"seq_id_4963"	217850	1	0	"genome_765"
"seq_id_5177"	6980	1	0	"genome_766"
"seq_id_4993"	14310	1	0	"genome_767"
"seq_id_5262"	12386	1	0	"genome_768"
"seq_id_5255"	34724	1	0	"genome_769"
"seq_id_4878"	149258	1	0	"genome_77"
"seq_id_5187"	47046	1	0	"genome_770"
"seq_id_4969"	33041	1	0	"genome_771"
"seq_id_4685"	1162	1	0	"genome_772"
"seq_id_5018"	59361	1	0	"genome_773"
"seq_id_5259"	1010	1	0	"genome_774"
"seq_id_5104"	15349	1	0	"genome_775"
"seq_id_5196"	1053	1	0	"genome_776"
"seq_id_5071"	337577	1	0	"genome_777"
"seq_id_5161"	40731	1	0	"genome_778"
"seq_id_5105"	33740	1	0	"genome_779"
"seq_id_4989"	39105	1	0	"genome_78"
"seq_id_5403"	40446	1	0	"genome_780"
"seq_id_4868"	6268	1	0	"genome_781"
"seq_id_4971"	73636	1	0	"genome_782"
"seq_id_5122"	45450	1	0	"genome_783"
"seq_id_5122"	21960	1	0	"genome_784"
"seq_id_5271"	9122	1	0	"genome_785"
"seq_id_4990"	5508	1	0	"genome_786"
"seq_id_5203"	43518	1	0	"genome_787"
"seq_id_5230"	2869	1	0	"genome_788"
"seq_id_5117"	21634	1	0	"genome_789"
"seq_id_5145"	6775	1	0	"genome_79"
"seq_id_5121"	22031	1	0	"genome_790"
"seq_id_5213"	7102	1	0	"genome_791"
"seq_id_5223"	16248	1	0	"genome_792"
"seq_id_5221"	38966	1	0	"genome_793"
"seq_id_5156"	23182	1	0	"genome_794"
"seq_id_4754"	255164	1	0	"genome_795"
"seq_id_5023"	5033	1	0	"genome_796"
"seq_id_5005"	8565	1	0	"genome_797"
"seq_id_5269"	2790	1	0	"genome_798"
"seq_id_4983"	91912	1	0	"genome_799"
"seq_id_5077"	11158	1	0	"genome_8"
"seq_id_4956"	88805	1	0	"genome_80"
"seq_id_5217"	145160	1	0	"genome_800"
"seq_id_5092"	1233	1	0	"genome_801"
"seq_id_5092"	289519	1	0	"genome_802"
"seq_id_5188"	19604	1	0	"genome_803"
"seq_id_5269"	13149	1	0	"genome_804"
"seq_id_5264"	32711	1	0	"genome_805"
"seq_id_4863"	49950	1	0	"genome_806"
"seq_id_5079"	35295	1	0	"genome_807"
"seq_id_5618"	11398	1	0	"genome_808"
"seq_id_5536"	6157	1	0	"genome_809"
"seq_id_5204"	2353	1	0	"genome_81"
"seq_id_5163"	39132	1	0	"genome_810"
"seq_id_5274"	80333	1	0	"genome_811"
"seq_id_5035"	4152	1	0	"genome_812"
"seq_id_5027"	1288	1	0	"genome_813"
"seq_id_4587"	10721	1	0	"genome_814"
"seq_id_5131"	80210	1	0	"genome_815"
"seq_id_4867"	4134	1	0	"genome_816"
"seq_id_5252"	61685	1	0	"genome_817"
"seq_id_5176"	3000	1	0	"genome_818"
"seq_id_5045"	67400	1	0	"genome_819"
"seq_id_5236"	22592	1	0	"genome_82"
"seq_id_4933"	70553	1	0	"genome_820"
"seq_id_4979"	78765	1	0	"genome_821"
"seq_id_5178"	86983	1	0	"genome_822"
"seq_id_5107"	72439	1	0	"genome_823"
"seq_id_5016"	3695	1	0	"genome_824"
"seq_id_4993"	13624	1	0	"genome_825"
"seq_id_4857"	15880	1	0	"genome_826"
"seq_id_5273"	24248	1	0	"genome_827"
"seq_id_4898"	280307	1	0	"genome_828"
"seq_id_4851"	7706	1	0	"genome_829"
"seq_id_5236"	8656	1	0	"genome_83"
"seq_id_5149"	22324	1	0	"genome_830"
"seq_id_5275"	77897	1	0	"genome_831"
"seq_id_5193"	26889	1	0	"genome_832"
"seq_id_5047"	10481	1	0	"genome_833"
"seq_id_5113"	264913	2	0	"genome_834"
"seq_id_5126"	36440	1	0	"genome_835"
"seq_id_5041"	415212	2	0	"genome_836"
"seq_id_5060"	14630	1	0	"genome_837"
"seq_id_4946"	43502	1	0	"genome_838"
"seq_id_5147"	2266	1	0	"genome_839"
"seq_id_4953"	25810	1	0	"genome_84"
"seq_id_5194"	35272	1	0	"genome_840"
"seq_id_5052"	12055	1	0	"genome_841"
"seq_id_5348"	32039	1	0	"genome_842"
"seq_id_5229"	48655	1	0	"genome_843"
"seq_id_5342"	5782	1	0	"genome_844"
"seq_id_5139"	52506	1	0	"genome_845"
"seq_id_4776"	90961	1	0	"genome_846"
"seq_id_4912"	9596	1	0	"genome_847"
"seq_id_5219"	10448	1	0	"genome_848"
"seq_id_4942"	15543	1	0	"genome_849"
"seq_id_4938"	2575	1	0	"genome_85"
"seq_id_5112"	48869	1	0	"genome_850"
"seq_id_5333"	29553	1	0	"genome_851"
"seq_id_5218"	19427	1	0	"genome_852"
"seq_id_5135"	96638	1	0	"genome_853"
"seq_id_5428"	127155	1	0	"genome_854"
"seq_id_5325"	16221	1	0	"genome_855"
"seq_id_5191"	61163	1	0	"genome_856"
"seq_id_5088"	1244	1	0	"genome_857"
"seq_id_5332"	147420	1	0	"genome_858"
"seq_id_5088"	10889	1	0	"genome_859"
"seq_id_5072"	16530	1	0	"genome_86"
"seq_id_5129"	3113	1	0	"genome_860"
"seq_id_5079"	40548	1	0	"genome_861"
"seq_id_5264"	9224	1	0	"genome_862"
"seq_id_5184"	97743	1	0	"genome_863"
"seq_id_5271"	144587	1	0	"genome_864"
"seq_id_5225"	276955	1	0	"genome_865"
"seq_id_5158"	2667	1	0	"genome_866"
"seq_id_5222"	21427	1	0	"genome_867"
"seq_id_5249"	3159	1	0	"genome_868"
"seq_id_5221"	60593	1	0	"genome_869"
"seq_id_5182"	19729	1	0	"genome_87"
"seq_id_4999"	59707	1	0	"genome_870"
"seq_id_5146"	216498	1	0	"genome_871"
"seq_id_5186"	145115	1	0	"genome_872"
"seq_id_5286"	16252	1	0	"genome_873"
"seq_id_4786"	43927	1	0	"genome_874"
"seq_id_5399"	53128	1	0	"genome_875"
"seq_id_5043"	6005	1	0	"genome_876"
"seq_id_4971"	194304	1	0	"genome_877"
"seq_id_5068"	15352	1	0	"genome_878"
"seq_id_5405"	374512	2	0	"genome_879"
"seq_id_4877"	143182	1	0	"genome_88"
"seq_id_5123"	57897	1	0	"genome_880"
"seq_id_5154"	67138	1	0	"genome_881"
"seq_id_5125"	30363	1	0	"genome_882"
"seq_id_5035"	35392	1	0	"genome_883"
"seq_id_5033"	31070	1	0	"genome_884"
"seq_id_5102"	107809	1	0	"genome_885"
"seq_id_5323"	8226	1	0	"genome_886"
"seq_id_5236"	27395	1	0	"genome_887"
"seq_id_5341"	1559	1	0	"genome_888"
"seq_id_5148"	37913	1	0	"genome_889"
"seq_id_5286"	31524	1	0	"genome_89"
"seq_id_5112"	164978	1	0	"genome_890"
"seq_id_5401"	252442	1	0	"genome_891"
"seq_id_5072"	24449	1	0	"genome_892"
"seq_id_5133"	1770	1	0	"genome_893"
"seq_id_5015"	12708	1	0	"genome_894"
"seq_id_5026"	42996	1	0	"genome_895"
"seq_id_5229"	64226	1	0	"genome_896"
"seq_id_5111"	62227	1	0	"genome_897"
"seq_id_5322"	5799	1	0	"genome_898"
"seq_id_5139"	50806	1	0	"genome_899"
"seq_id_5152"	59538	1	0	"genome_9"
"seq_id_5405"	12763	1	0	"genome_90"
"seq_id_5075"	119714	1	0	"genome_900"
"seq_id_5134"	256204	1	0	"genome_901"
"seq_id_4908"	64438	1	0	"genome_902"
"seq_id_5142"	173937	1	0	"genome_903"
"seq_id_5302"	32527	1	0	"genome_904"
"seq_id_5210"	26858	1	0	"genome_905"
"seq_id_5318"	21023	1	0	"genome_906"
"seq_id_4965"	367199	1	0	"genome_907"
"seq_id_5066"	8904	1	0	"genome_908"
"seq_id_4975"	11609	1	0	"genome_909"
"seq_id_4995"	20121	1	0	"genome_91"
"seq_id_5183"	31964	1	0	"genome_910"
"seq_id_5079"	225861	1	0	"genome_911"
"seq_id_5134"	52316	1	0	"genome_912"
"seq_id_5005"	1953	1	0	"genome_913"
"seq_id_5206"	17425	1	0	"genome_914"
"seq_id_5237"	3204	1	0	"genome_915"
"seq_id_5387"	73501	1	0	"genome_916"
"seq_id_5280"	238278	1	0	"genome_917"
"seq_id_5240"	101144	1	0	"genome_918"
"seq_id_5142"	12884	1	0	"genome_919"
"seq_id_5057"	397405	2	0	"genome_92"
"seq_id_5198"	66588	1	0	"genome_920"
"seq_id_4930"	183571	1	0	"genome_921"
"seq_id_4862"	30913	1	0	"genome_922"
"seq_id_4906"	32383	1	0	"genome_923"
"seq_id_5126"	86097	1	0	"genome_924"
"seq_id_5079"	5130	1	0	"genome_925"
"seq_id_5262"	236278	1	0	"genome_926"
"seq_id_5091"	13808	1	0	"genome_927"
"seq_id_5139"	48131	1	0	"genome_928"
"seq_id_5131"	17802	1	0	"genome_929"
"seq_id_5119"	41944	1	0	"genome_93"
"seq_id_4889"	51883	1	0	"genome_930"
"seq_id_5124"	16775	1	0	"genome_931"
"seq_id_4765"	60472	1	0	"genome_932"
"seq_id_5165"	85239	1	0	"genome_933"
"seq_id_5181"	283042	1	0	"genome_934"
"seq_id_5236"	5331	1	0	"genome_935"
"seq_id_4913"	11763	1	0	"genome_936"
"seq_id_5048"	27036	1	0	"genome_937"
"seq_id_5152"	8631	1	0	"genome_938"
"seq_id_4780"	134037	1	0	"genome_939"
"seq_id_5102"	170648	1	0	"genome_94"
"seq_id_5170"	34063	1	0	"genome_940"
"seq_id_4981"	104671	1	0	"genome_941"
"seq_id_4979"	98470	1	0	"genome_942"
"seq_id_5472"	1039	1	0	"genome_943"
"seq_id_5101"	60205	1	0	"genome_944"
"seq_id_5012"	103742	1	0	"genome_945"
"seq_id_5194"	11658	1	0	"genome_946"
"seq_id_5156"	19388	1	0	"genome_947"
"seq_id_4532"	17914	1	0	"genome_948"
"seq_id_5082"	60210	1	0	"genome_949"
"seq_id_4877"	11332	1	0	"genome_95"
"seq_id_5212"	80206	1	0	"genome_950"
"seq_id_5091"	16745	1	0	"genome_951"
"seq_id_5140"	47206	1	0	"genome_952"
"seq_id_5037"	47966	1	0	"genome_953"
"seq_id_5251"	30607	1	0	"genome_954"
"seq_id_4945"	20709	1	0	"genome_955"
"seq_id_5002"	5747	1	0	"genome_956"
"seq_id_5065"	724	1	0	"genome_957"
"seq_id_5032"	124057	1	0	"genome_958"
"seq_id_5033"	12215	1	0	"genome_959"
"seq_id_5022"	42866	1	0	"genome_96"
"seq_id_5399"	20543	1	0	"genome_960"
"seq_id_5050"	2776	1	0	"genome_961"
"seq_id_5057"	83284	1	0	"genome_962"
"seq_id_4942"	4492	1	0	"genome_963"
"seq_id_5033"	34596	1	0	"genome_964"
"seq_id_5105"	213626	1	0	"genome_965"
"seq_id_5051"	18103	1	0	"genome_966"
"seq_id_5255"	12798	1	0	"genome_967"
"seq_id_5579"	15715	1	0	"genome_968"
"seq_id_5092"	7168	1	0	"genome_969"
"seq_id_5186"	153385	1	0	"genome_97"
"seq_id_4936"	19827	1	0	"genome_970"
"seq_id_5034"	50346	1	0	"genome_971"
"seq_id_4840"	88389	1	0	"genome_972"
"seq_id_5071"	29850	1	0	"genome_973"
"seq_id_5102"	30055	1	0	"genome_974"
"seq_id_5117"	36575	1	0	"genome_975"
"seq_id_5112"	63357	1	0	"genome_976"
"seq_id_5085"	16716	1	0	"genome_977"
"seq_id_5106"	10226	1	0	"genome_978"
"seq_id_5256"	3195	1	0	"genome_979"
"seq_id_5113"	10172	1	0	"genome_98"
"seq_id_5127"	22340	1	0	"genome_980"
"seq_id_4910"	3850	1	0	"genome_981"
"seq_id_5020"	14222	1	0	"genome_982"
"seq_id_5195"	2682	1	0	"genome_983"
"seq_id_5032"	22563	1	0	"genome_984"
"seq_id_5488"	97726	1	0	"genome_985"
"seq_id_4945"	16414	1	0	"genome_986"
"seq_id_4777"	20554	1	0	"genome_987"
"seq_id_5255"	13689	1	0	"genome_988"
"seq_id_5098"	52250	1	0	"genome_989"
"seq_id_5098"	8945	1	0	"genome_99"
"seq_id_4968"	7676	1	0	"genome_990"
"seq_id_5032"	93648	1	0	"genome_991"
"seq_id_5010"	72286	1	0	"genome_992"
"seq_id_4862"	8754	1	0	"genome_993"
"seq_id_5208"	16610	1	0	"genome_994"
"seq_id_4833"	13105	1	0	"genome_995"
"seq_id_4957"	14390	1	0	"genome_996"
"seq_id_5061"	21923	1	0	"genome_997"
"seq_id_5040"	10022	1	0	"genome_998"
"seq_id_4918"	24840	1	0	"genome_999"
